"","transcript_id","chr_name","start","end","transcript_size","CDS_length","number_exons","gene_id","ns","s","CUB_dmel"
"15839","ENSBTAT00000016959","11",11181056,11191869,10813,2577,12,"ENSBTAG00000012759",453,137,0.453869603187682
"15840","ENSBTAT00000016974","11",103007295,103011510,4215,987,6,"ENSBTAG00000012772",172,60,0.318674232112309
"15841","ENSBTAT00000016983","11",81860769,81878649,17880,1063,8,"ENSBTAG00000012779",40,22,0.143422746358385
"15842","ENSBTAT00000017043","11",92760679,92886987,126308,1130,4,"ENSBTAG00000012827",40,19,0.120371091376826
"15843","ENSBTAT00000017067","11",98186135,98217161,31026,2148,24,"ENSBTAG00000012844",220,55,0.218154090876539
"15844","ENSBTAT00000017069","11",98220654,98272276,51622,2965,14,"ENSBTAG00000012847",242,78,0.475534408919981
"15845","ENSBTAT00000017114","11",103822215,103824054,1839,705,3,"ENSBTAG00000012880",94,32,0.25711285968146
"15846","ENSBTAT00000017174","11",2433885,2466855,32970,2154,18,"ENSBTAG00000012925",119,54,0.0981497511962969
"15847","ENSBTAT00000017203","11",67308877,67314535,5658,549,6,"ENSBTAG00000012949",6,1,0.232017345707459
"15848","ENSBTAT00000017264","11",21111071,21112834,1763,1763,1,"ENSBTAG00000012984",58,19,0.368721616861918
"15849","ENSBTAT00000017322","11",99412657,99419963,7306,2428,2,"ENSBTAG00000013030",171,42,0.808478707932378
"15850","ENSBTAT00000017362","11",88020927,88028506,7579,594,6,"ENSBTAG00000013063",7,3,0.260611927648645
"15851","ENSBTAT00000017383","11",100882321,100930490,48169,1697,19,"ENSBTAG00000013072",153,59,0.17394695920099
"15852","ENSBTAT00000017616","11",104400569,104408012,7443,658,5,"ENSBTAG00000013242",108,29,0.343918548854927
"15853","ENSBTAT00000017629","11",60138484,60176476,37992,3189,24,"ENSBTAG00000013254",102,27,0.703820458343545
"15854","ENSBTAT00000017706","11",96551961,96776043,224082,1293,9,"ENSBTAG00000013314",75,27,0.148042623158888
"15855","ENSBTAT00000017746","11",103935665,103979870,44205,7565,34,"ENSBTAG00000022799",1278,320,1.06877766103519
"15856","ENSBTAT00000017831","11",72577490,72583624,6134,2141,10,"ENSBTAG00000013403",108,43,0.148455165385352
"15857","ENSBTAT00000017963","11",98412238,98415730,3492,958,5,"ENSBTAG00000013510",213,63,0.319777457911329
"15858","ENSBTAT00000018069","11",48379150,48434131,54981,3935,25,"ENSBTAG00000013580",184,72,0.222381367057057
"15859","ENSBTAT00000018071","11",48325658,48365331,39673,660,6,"ENSBTAG00000013589",23,10,0.178350744051547
"15860","ENSBTAT00000018250","11",28966347,28967024,677,677,1,"ENSBTAG00000013734",16,6,0.139146951764407
"15861","ENSBTAT00000018269","11",28991818,29028652,36834,610,5,"ENSBTAG00000013749",16,8,0.237589534504108
"15862","ENSBTAT00000018443","11",105895786,105897112,1326,319,5,"ENSBTAG00000013889",25,6,0.134958497285454
"15863","ENSBTAT00000018452","11",22410365,22764982,354617,2795,7,"ENSBTAG00000013861",71,27,0.0876461940988824
"15864","ENSBTAT00000018493","11",19792274,19821559,29285,1076,7,"ENSBTAG00000013923",49,17,0.277180601056203
"15865","ENSBTAT00000018806","11",98781893,98785604,3711,594,6,"ENSBTAG00000014149",53,29,0.237133645230358
"15866","ENSBTAT00000018807","11",98789955,98792991,3036,247,2,"ENSBTAG00000014150",33,9,0.159467466312473
"15867","ENSBTAT00000018815","11",46209289,46242237,32948,1124,7,"ENSBTAG00000014159",65,32,0.119044980846939
"15868","ENSBTAT00000018830","11",46252649,46274061,21412,3390,15,"ENSBTAG00000014166",107,54,0.0851859673320755
"15869","ENSBTAT00000019031","11",19440555,19541520,100965,6175,35,"ENSBTAG00000014310",220,96,0.604925891313952
"15870","ENSBTAT00000019528","11",13396809,13405781,8972,1022,10,"ENSBTAG00000014668",70,23,0.143655257327097
"15871","ENSBTAT00000019538","11",103256179,103260262,4083,528,6,"ENSBTAG00000014678",61,18,0.19317101914981
"15872","ENSBTAT00000019540","11",21145839,21198813,52974,4126,23,"ENSBTAG00000014679",96,46,0.338613493343119
"15873","ENSBTAT00000019795","11",93697087,93698028,941,941,1,"ENSBTAG00000020660",9,3,0.170930837405808
"15874","ENSBTAT00000019802","11",3790569,3824516,33947,219,3,"ENSBTAG00000014873",23,5,0.209998233316636
"15875","ENSBTAT00000019807","11",3825884,3833409,7525,772,5,"ENSBTAG00000014877",13,11,0.145788791028738
"15876","ENSBTAT00000019983","11",74450201,74544106,93905,4178,19,"ENSBTAG00000015007",62,29,0.261412585921239
"15877","ENSBTAT00000019984","11",74433218,74436677,3459,418,2,"ENSBTAG00000015012",22,4,0.22166404322224
"15878","ENSBTAT00000020013","11",73302141,73317846,15705,2619,6,"ENSBTAG00000015037",273,104,0.516899875698696
"15879","ENSBTAT00000020020","11",73256666,73298519,41853,2269,20,"ENSBTAG00000015038",76,34,0.126502427457955
"15880","ENSBTAT00000020065","11",106021963,106024462,2499,567,6,"ENSBTAG00000015074",65,21,0.224275782014425
"15881","ENSBTAT00000020075","11",106041832,106043629,1797,705,6,"ENSBTAG00000015085",67,27,0.513538638754225
"15882","ENSBTAT00000020085","11",104321394,104343535,22141,2850,21,"ENSBTAG00000015093",380,118,0.404605241542033
"15883","ENSBTAT00000020090","11",104352290,104359758,7468,511,5,"ENSBTAG00000015097",34,14,0.329125690072171
"15884","ENSBTAT00000020093","11",96092427,96113903,21476,1109,7,"ENSBTAG00000015098",54,19,0.136731165216956
"15885","ENSBTAT00000020154","11",30689734,30712225,22491,1312,5,"ENSBTAG00000015151",48,20,0.523110148883789
"15886","ENSBTAT00000020230","11",45919956,45945794,25838,1125,3,"ENSBTAG00000015205",187,57,0.389823064098974
"15887","ENSBTAT00000020318","11",95859844,95866471,6627,455,4,"ENSBTAG00000015278",52,15,0.183906119768389
"15888","ENSBTAT00000020325","11",99035080,99062569,27489,2599,20,"ENSBTAG00000030567",115,43,0.134124616806863
"15889","ENSBTAT00000020327","11",95869963,95909829,39866,2277,21,"ENSBTAG00000015286",90,33,0.0909745899322964
"15890","ENSBTAT00000020333","11",99065824,99091100,25276,2078,16,"ENSBTAG00000030566",117,49,0.13539126808984
"15891","ENSBTAT00000020395","11",99111380,99158954,47574,7361,55,"ENSBTAG00000015327",657,189,0.248172117662904
"15892","ENSBTAT00000020398","11",99159375,99178678,19303,1599,9,"ENSBTAG00000015343",219,77,0.311741302864995
"15893","ENSBTAT00000020433","11",98422287,98454776,32489,2568,12,"ENSBTAG00000015375",182,56,0.323618774053255
"15894","ENSBTAT00000020447","11",43636108,43662803,26695,1704,9,"ENSBTAG00000015386",35,17,0.593194767955829
"15895","ENSBTAT00000020468","11",86233076,86301851,68775,5797,32,"ENSBTAG00000015402",524,200,0.362109186900109
"15896","ENSBTAT00000020514","11",100026780,100028882,2102,666,3,"ENSBTAG00000015437",81,24,0.294099771934422
"15897","ENSBTAT00000020520","11",10737174,10751793,14619,1120,8,"ENSBTAG00000015441",25,21,0.220913216763329
"15898","ENSBTAT00000020526","11",98947509,98959252,11743,1917,12,"ENSBTAG00000015436",218,66,0.490615577984805
"15899","ENSBTAT00000020573","11",37973551,37993721,20170,2168,13,"ENSBTAG00000015481",53,8,0.498998869575837
"15900","ENSBTAT00000020581","11",78226998,78256506,29508,988,5,"ENSBTAG00000015490",131,49,0.179503992342225
"15901","ENSBTAT00000020624","11",21129334,21132260,2926,496,2,"ENSBTAG00000015521",11,3,0.22334323938647
"15902","ENSBTAT00000020665","11",95924990,95980123,55133,1679,16,"ENSBTAG00000015553",60,24,0.280767919185241
"15903","ENSBTAT00000020684","11",9483583,9668651,185068,1216,5,"ENSBTAG00000015575",45,16,0.226124239811606
"15904","ENSBTAT00000020704","11",78904362,78910373,6011,441,3,"ENSBTAG00000015587",22,7,0.311367175233058
"15905","ENSBTAT00000020797","11",2367689,2372114,4425,1010,7,"ENSBTAG00000015659",107,39,0.206558705186992
"15906","ENSBTAT00000020807","11",2356461,2366725,10264,711,3,"ENSBTAG00000015667",76,30,0.352850551232271
"15907","ENSBTAT00000020863","11",29029059,29058177,29118,652,5,"ENSBTAG00000015719",24,13,0.549878834616939
"15908","ENSBTAT00000020872","11",29060706,29070904,10198,298,5,"ENSBTAG00000015723",17,9,0.273814121432474
"15909","ENSBTAT00000021088","11",49225943,49228180,2237,433,5,"ENSBTAG00000047449",12,7,0.130367400768683
"15910","ENSBTAT00000021091","11",68715819,68742723,26904,2034,21,"ENSBTAG00000015865",109,39,0.0813755279198793
"15911","ENSBTAT00000021230","11",203584,227057,23473,904,8,"ENSBTAG00000015965",31,20,0.339273446703564
"15912","ENSBTAT00000021337","11",44862419,44869712,7293,842,7,"ENSBTAG00000032051",42,16,0.138564763439549
"15913","ENSBTAT00000021345","11",44806995,44840299,33304,5029,23,"ENSBTAG00000016038",265,88,0.325378198771258
"15914","ENSBTAT00000021347","11",85239126,85265217,26091,1026,3,"ENSBTAG00000016045",54,19,0.23262556245744
"15915","ENSBTAT00000021373","11",90040419,90056243,15824,1083,6,"ENSBTAG00000016061",116,40,0.183367758923801
"15916","ENSBTAT00000021488","11",105858240,105860602,2362,549,6,"ENSBTAG00000016144",55,21,0.226363870679149
"15917","ENSBTAT00000021584","11",98759041,98764050,5009,1090,8,"ENSBTAG00000016218",83,29,0.33003043074558
"15918","ENSBTAT00000021768","11",26047019,26079051,32032,1934,13,"ENSBTAG00000016365",97,42,0.0888556071373911
"15919","ENSBTAT00000021769","11",93121263,93138269,17006,565,5,"ENSBTAG00000016367",32,16,0.203623726648196
"15920","ENSBTAT00000021770","11",26079209,26096938,17729,2216,13,"ENSBTAG00000016366",194,78,0.164212185087236
"15921","ENSBTAT00000021773","11",26108099,26207379,99280,4135,38,"ENSBTAG00000016368",162,57,0.480850581790114
"15922","ENSBTAT00000021985","11",43208767,43309527,100760,724,5,"ENSBTAG00000016534",39,10,0.190113324795019
"15923","ENSBTAT00000022047","11",30978110,31040318,62208,2092,11,"ENSBTAG00000016573",51,17,0.165963844673714
"15924","ENSBTAT00000022049","11",30978110,31040318,62208,2015,10,"ENSBTAG00000016573",48,17,0.160331284917444
"15925","ENSBTAT00000022082","11",10159230,10159750,520,333,3,"ENSBTAG00000016599",54,11,0.272295324430888
"15926","ENSBTAT00000022083","11",10151984,10158172,6188,2271,9,"ENSBTAG00000016600",306,100,0.12277907275657
"15927","ENSBTAT00000022088","11",10138389,10140041,1652,586,2,"ENSBTAG00000016602",68,26,0.393680773315783
"15928","ENSBTAT00000022090","11",10130601,10132762,2161,768,9,"ENSBTAG00000016606",27,8,0.150484651100345
"15929","ENSBTAT00000022223","11",63455197,63466805,11608,2326,5,"ENSBTAG00000016717",324,116,0.142032162428137
"15930","ENSBTAT00000022227","11",63472409,63500441,28032,609,6,"ENSBTAG00000016720",17,7,0.295201629472954
"15931","ENSBTAT00000022342","11",26441301,26474363,33062,801,9,"ENSBTAG00000016794",23,11,0.153212019288943
"15932","ENSBTAT00000022529","11",68474541,68499320,24779,1714,8,"ENSBTAG00000016939",49,23,0.194791080256329
"15933","ENSBTAT00000022591","11",75022093,75029308,7215,2025,3,"ENSBTAG00000016987",87,25,0.246093977242691
"15934","ENSBTAT00000022613","11",105879001,105881809,2808,828,6,"ENSBTAG00000017005",76,25,0.144852611216529
"15935","ENSBTAT00000022655","11",21250827,21293107,42280,2415,15,"ENSBTAG00000017039",217,70,0.10637417286684
"15936","ENSBTAT00000022795","11",22410365,22764982,354617,2900,10,"ENSBTAG00000013861",74,29,0.0889148570551726
"15937","ENSBTAT00000022814","11",80940898,81010631,69733,570,3,"ENSBTAG00000017158",2,6,0.179625097951661
"15938","ENSBTAT00000022857","11",67286587,67291599,5012,547,5,"ENSBTAG00000017199",13,7,0.147077300937969
"15939","ENSBTAT00000022935","11",75091973,75210465,118492,4346,28,"ENSBTAG00000017255",216,79,0.568586218315203
"15940","ENSBTAT00000022977","11",72308892,72320806,11914,2823,18,"ENSBTAG00000017283",187,71,0.159542561775025
"15941","ENSBTAT00000023028","11",21962840,22019881,57041,887,4,"ENSBTAG00000017318",19,9,0.20056708995897
"15942","ENSBTAT00000023039","11",73196934,73197280,346,244,2,"ENSBTAG00000017330",14,2,0.3112747394871
"15943","ENSBTAT00000023161","11",26701419,26734677,33258,2045,10,"ENSBTAG00000017421",97,38,0.199131462073726
"15944","ENSBTAT00000023162","11",72594625,72602155,7530,2044,17,"ENSBTAG00000017423",109,46,0.163287835037007
"15945","ENSBTAT00000023171","11",26735598,26769489,33891,2167,14,"ENSBTAG00000017429",47,24,0.418095692173027
"15946","ENSBTAT00000023206","11",38485390,38553048,67658,1484,10,"ENSBTAG00000017448",16,8,0.298657202537948
"15947","ENSBTAT00000023208","11",38005637,38007984,2347,796,2,"ENSBTAG00000017460",11,8,0.156940798447323
"15948","ENSBTAT00000023245","11",101225397,101291687,66290,4703,28,"ENSBTAG00000017473",617,208,0.443320257740603
"15949","ENSBTAT00000023260","11",29915111,29963599,48488,1288,2,"ENSBTAG00000017500",125,33,0.785588844258794
"15950","ENSBTAT00000023376","11",95484186,95503621,19435,2738,16,"ENSBTAG00000017576",376,116,0.267938485630774
"15951","ENSBTAT00000023441","11",67708415,67766565,58150,2024,19,"ENSBTAG00000017626",41,18,0.324289468448429
"15952","ENSBTAT00000023729","11",105021731,105111588,89857,1391,10,"ENSBTAG00000017851",201,67,0.560927906714644
"15953","ENSBTAT00000023783","11",72393392,72414493,21101,6631,44,"ENSBTAG00000017894",605,195,0.184638428421653
"15954","ENSBTAT00000023834","11",99546727,99554627,7900,706,8,"ENSBTAG00000017922",43,20,0.227160702105792
"15955","ENSBTAT00000023873","11",2057682,2136413,78731,759,9,"ENSBTAG00000017955",60,18,0.237880752784294
"15956","ENSBTAT00000023920","11",101082850,101129047,46197,3385,11,"ENSBTAG00000017976",322,125,0.255939274334702
"15957","ENSBTAT00000023922","11",101136451,101136852,401,401,1,"ENSBTAG00000017980",74,30,0.254583211225662
"15958","ENSBTAT00000023924","11",101147914,101178873,30959,1376,7,"ENSBTAG00000017982",108,31,0.369261039046848
"15959","ENSBTAT00000023970","11",46752875,46755858,2983,461,4,"ENSBTAG00000039839",29,9,0.191595181964851
"15960","ENSBTAT00000023975","11",46767775,46771011,3236,452,4,"ENSBTAG00000018012",63,19,0.178272901581907
"15961","ENSBTAT00000024024","11",60753848,60755038,1190,1190,1,"ENSBTAG00000018046",132,39,0.2382132180714
"15962","ENSBTAT00000024032","11",47917582,47923169,5587,377,4,"ENSBTAG00000018054",16,6,0.228960169464669
"15963","ENSBTAT00000024159","11",72234947,72244131,9184,1588,17,"ENSBTAG00000018153",58,17,0.11727791999065
"15964","ENSBTAT00000024162","11",72232949,72234342,1393,714,6,"ENSBTAG00000018156",51,29,0.168992858411759
"15965","ENSBTAT00000024164","11",72211696,72219490,7794,1253,10,"ENSBTAG00000018157",53,14,0.16357660317939
"15966","ENSBTAT00000024220","11",70867776,70905452,37676,2025,18,"ENSBTAG00000018196",72,25,0.429773096902587
"15967","ENSBTAT00000024278","11",74272728,74306760,34032,812,7,"ENSBTAG00000018239",30,13,0.298158858181383
"15968","ENSBTAT00000024303","11",80863442,80925298,61856,3268,26,"ENSBTAG00000018256",163,47,0.59658402251071
"15969","ENSBTAT00000024305","11",72360376,72362278,1902,518,4,"ENSBTAG00000018262",20,2,0.218680275591794
"15970","ENSBTAT00000024312","11",72337174,72357868,20694,1089,9,"ENSBTAG00000018267",137,42,0.225481317636254
"15971","ENSBTAT00000024316","11",72325031,72334021,8990,526,8,"ENSBTAG00000018269",29,9,0.210248443153212
"15972","ENSBTAT00000024333","11",49417062,49425326,8264,345,3,"ENSBTAG00000018285",35,16,0.197566318444716
"15973","ENSBTAT00000024336","11",49411650,49413399,1749,454,5,"ENSBTAG00000018286",29,9,0.195814347832192
"15974","ENSBTAT00000024342","11",49407305,49410129,2824,806,7,"ENSBTAG00000018289",91,23,0.221007969108897
"15975","ENSBTAT00000024344","11",49398059,49402835,4776,437,4,"ENSBTAG00000018291",71,38,0.267642880362937
"15976","ENSBTAT00000024516","11",93141363,93195887,54524,929,7,"ENSBTAG00000018426",31,15,0.179684764405178
"15977","ENSBTAT00000024715","11",7134585,7153058,18473,1652,10,"ENSBTAG00000018571",75,22,0.158000354045627
"15978","ENSBTAT00000024720","11",72685335,72734894,49559,1680,12,"ENSBTAG00000018576",30,31,0.160165640729442
"15979","ENSBTAT00000024724","11",10091016,10106793,15777,2243,13,"ENSBTAG00000018578",176,53,0.144268691397707
"15980","ENSBTAT00000024727","11",10086124,10088615,2491,1537,5,"ENSBTAG00000018579",152,33,0.124822719090111
"15981","ENSBTAT00000024742","11",19305420,19423393,117973,2296,20,"ENSBTAG00000018590",66,30,0.261782243413535
"15982","ENSBTAT00000024845","11",71129761,71222915,93154,3368,40,"ENSBTAG00000018669",159,53,0.0855484691308699
"15983","ENSBTAT00000024864","11",72006062,72030104,24042,2180,13,"ENSBTAG00000018680",163,59,0.136728618305278
"15984","ENSBTAT00000024905","11",102451056,102474993,23937,2273,10,"ENSBTAG00000018710",95,47,0.113397085431365
"15985","ENSBTAT00000024978","11",72806893,72820680,13787,1107,6,"ENSBTAG00000018761",169,49,0.371317988929421
"15986","ENSBTAT00000025023","11",103795389,103817670,22281,414,3,"ENSBTAG00000018799",46,12,0.227974634334795
"15987","ENSBTAT00000025261","11",103342746,103386147,43401,3482,31,"ENSBTAG00000018975",469,140,0.668982160045928
"15988","ENSBTAT00000025277","11",4204144,4296643,92499,2656,20,"ENSBTAG00000018991",49,9,0.402129669929961
"15989","ENSBTAT00000025313","11",82978930,82979844,914,436,2,"ENSBTAG00000019018",24,7,0.210995714287894
"15990","ENSBTAT00000025391","11",46884578,46900864,16286,3050,16,"ENSBTAG00000019072",510,141,0.193493122958164
"15991","ENSBTAT00000025475","11",73460036,73493117,33081,2368,8,"ENSBTAG00000019138",205,71,0.314441995963309
"15992","ENSBTAT00000025528","11",68523924,68554725,30801,1138,14,"ENSBTAG00000019182",11,6,0.56533300544354
"15993","ENSBTAT00000025574","11",2722676,2757953,35277,2315,7,"ENSBTAG00000019213",130,39,0.476242364761667
"15994","ENSBTAT00000025635","11",102485188,102618510,133322,819,6,"ENSBTAG00000019254",80,22,0.221866250724363
"15995","ENSBTAT00000025677","11",84090375,84091724,1349,1349,1,"ENSBTAG00000019284",51,15,0.48390065438789
"15996","ENSBTAT00000025691","11",62028543,62047493,18950,978,9,"ENSBTAG00000019295",20,9,0.224610665655764
"15997","ENSBTAT00000025783","11",46917083,46980742,63659,1360,11,"ENSBTAG00000019354",159,47,0.183802970259578
"15998","ENSBTAT00000025796","11",3399391,3559542,160151,3808,26,"ENSBTAG00000034384",204,72,0.127646643759446
"15999","ENSBTAT00000025826","11",24464995,24474115,9120,1472,7,"ENSBTAG00000019382",90,16,0.365091873475219
"16000","ENSBTAT00000025912","11",100122376,100133417,11041,456,3,"ENSBTAG00000019453",62,18,0.239847107111443
"16001","ENSBTAT00000025918","11",63680276,63738240,57964,1236,6,"ENSBTAG00000019456",69,9,0.145605239551128
"16002","ENSBTAT00000025921","11",36402944,36485773,82829,1566,9,"ENSBTAG00000019458",55,18,0.44570866408722
"16003","ENSBTAT00000025922","11",36490512,36499044,8532,526,2,"ENSBTAG00000019459",14,4,0.313735570780541
"16004","ENSBTAT00000025935","11",95358016,95399923,41907,930,9,"ENSBTAG00000019470",72,23,0.25948024039244
"16005","ENSBTAT00000025991","11",72293271,72297407,4136,1574,13,"ENSBTAG00000019510",151,52,0.174543639684451
"16006","ENSBTAT00000025995","11",100010692,100017394,6702,1307,7,"ENSBTAG00000019513",148,45,0.228965675852528
"16007","ENSBTAT00000025998","11",72287297,72292576,5279,1395,15,"ENSBTAG00000019515",142,48,0.138483515548109
"16008","ENSBTAT00000025999","11",72283504,72286439,2935,1622,4,"ENSBTAG00000019518",178,64,0.174258913212242
"16009","ENSBTAT00000026003","11",72262462,72282374,19912,1619,10,"ENSBTAG00000019522",102,34,0.137031734370737
"16010","ENSBTAT00000026148","11",44588117,44605431,17314,1336,11,"ENSBTAG00000019628",129,40,0.280089282651853
"16011","ENSBTAT00000026200","11",2557726,2568971,11245,1769,7,"ENSBTAG00000014090",249,101,0.281098668822585
"16012","ENSBTAT00000026209","11",46830246,46836083,5837,497,4,"ENSBTAG00000019665",18,10,0.240959668208882
"16013","ENSBTAT00000026257","11",5872923,5969574,96651,2461,20,"ENSBTAG00000019697",236,86,0.133232198587383
"16014","ENSBTAT00000026259","11",5957234,5977540,20306,683,7,"ENSBTAG00000019697",76,24,0.137388481529309
"16015","ENSBTAT00000026283","11",104303965,104311930,7965,1222,8,"ENSBTAG00000019721",153,45,0.297134236491897
"16016","ENSBTAT00000026303","11",87980384,88013568,33184,2034,18,"ENSBTAG00000019735",26,22,0.27520545574474
"16017","ENSBTAT00000026435","11",15474009,15929300,455291,5090,34,"ENSBTAG00000019839",130,72,0.0922655544760784
"16018","ENSBTAT00000026470","11",60495985,60667295,171310,561,3,"ENSBTAG00000019867",42,12,0.202772064937909
"16019","ENSBTAT00000026527","11",105806918,105810436,3518,3518,1,"ENSBTAG00000030317",333,120,0.429617176191207
"16020","ENSBTAT00000026596","11",29360473,29362090,1617,277,2,"ENSBTAG00000003358",7,1,0.220307809516279
"16021","ENSBTAT00000026613","11",90068325,90083509,15184,1732,5,"ENSBTAG00000019979",53,29,0.370382418755151
"16022","ENSBTAT00000026618","11",73618151,73647161,29010,3975,9,"ENSBTAG00000019983",197,83,0.189008124195175
"16023","ENSBTAT00000026802","11",10110685,10113462,2777,1218,12,"ENSBTAG00000020123",92,29,0.103539609440986
"16024","ENSBTAT00000026804","11",10107427,10110312,2885,1366,8,"ENSBTAG00000020124",175,56,0.196413038183359
"16025","ENSBTAT00000026972","11",103271681,103278466,6785,920,4,"ENSBTAG00000020249",24,10,0.213621302409289
"16026","ENSBTAT00000027001","11",36574806,36673067,98261,5483,46,"ENSBTAG00000020262",188,67,0.42188929595619
"16027","ENSBTAT00000027051","11",86620493,86632326,11833,596,7,"ENSBTAG00000020297",32,9,0.313455937140196
"16028","ENSBTAT00000027059","11",100197602,100205110,7508,994,5,"ENSBTAG00000020305",41,14,0.179464659136915
"16029","ENSBTAT00000027065","11",100206831,100214762,7931,787,8,"ENSBTAG00000020307",36,12,0.180816296934881
"16030","ENSBTAT00000027070","11",100228338,100257700,29362,2713,23,"ENSBTAG00000020311",325,117,0.450507476710816
"16031","ENSBTAT00000027072","11",100267357,100399646,132289,1838,16,"ENSBTAG00000020313",88,38,0.12750062422329
"16032","ENSBTAT00000027119","11",2263563,2277825,14262,1131,9,"ENSBTAG00000020348",84,31,0.147156167862728
"16033","ENSBTAT00000027120","11",2282754,2284537,1783,938,4,"ENSBTAG00000020350",84,32,0.429453902379877
"16034","ENSBTAT00000027302","11",103518771,103558474,39703,1839,6,"ENSBTAG00000020490",271,92,0.628827241630742
"16035","ENSBTAT00000027405","11",20911380,20947763,36383,1610,13,"ENSBTAG00000020567",54,23,0.390646913437767
"16036","ENSBTAT00000027471","11",28303240,28632011,328771,2037,15,"ENSBTAG00000020614",63,32,0.166568994710731
"16037","ENSBTAT00000027514","11",144641,189991,45350,608,4,"ENSBTAG00000020646",23,5,0.452279807755407
"16038","ENSBTAT00000027649","11",100777947,100822004,44057,1222,14,"ENSBTAG00000020747",66,26,0.270839106796306
"16039","ENSBTAT00000027753","11",49661820,49664860,3040,1033,2,"ENSBTAG00000038116",62,25,0.160870560968223
"16040","ENSBTAT00000027798","11",62519117,62532502,13385,1248,6,"ENSBTAG00000020865",16,8,0.365936040163294
"16041","ENSBTAT00000027808","11",49467099,49472113,5014,1176,9,"ENSBTAG00000020873",43,14,0.278982563689736
"16042","ENSBTAT00000027811","11",49449774,49461488,11714,2259,15,"ENSBTAG00000038477",142,47,0.14331529030055
"16043","ENSBTAT00000027836","11",78828218,78841619,13401,1256,7,"ENSBTAG00000020893",76,27,0.154160031848303
"16044","ENSBTAT00000027837","11",78796892,78814185,17293,692,7,"ENSBTAG00000020894",24,5,0.127702153029597
"16045","ENSBTAT00000027899","11",48279109,48301743,22634,2051,4,"ENSBTAG00000020947",27,16,0.257650499842488
"16046","ENSBTAT00000027913","11",99200811,99206037,5226,823,8,"ENSBTAG00000020959",57,10,0.383146974427607
"16047","ENSBTAT00000027932","11",94934572,94935069,497,497,1,"ENSBTAG00000023860",56,22,0.373432442346643
"16048","ENSBTAT00000028063","11",73732482,73941253,208771,1862,19,"ENSBTAG00000021072",100,35,0.125486608798995
"16049","ENSBTAT00000028111","11",21021353,21074652,53299,1019,7,"ENSBTAG00000021102",54,23,0.100865140421874
"16050","ENSBTAT00000028141","11",47933485,47977843,44358,1460,10,"ENSBTAG00000021120",70,35,0.181923378449916
"16051","ENSBTAT00000028174","11",48140440,48196047,55607,1164,9,"ENSBTAG00000021140",62,22,0.218865777594501
"16052","ENSBTAT00000028175","11",48118179,48123989,5810,720,6,"ENSBTAG00000021141",100,35,0.339092076101492
"16053","ENSBTAT00000028202","11",6246768,6264500,17732,833,4,"ENSBTAG00000021161",30,16,0.203582701985376
"16054","ENSBTAT00000028226","11",1585485,1618151,32666,3209,25,"ENSBTAG00000021181",155,58,0.20283793314717
"16055","ENSBTAT00000028235","11",88606339,88607061,722,400,2,"ENSBTAG00000021187",6,1,0.250510299737158
"16056","ENSBTAT00000028357","11",86784444,86785928,1484,1484,1,"ENSBTAG00000021283",108,41,0.541720467579528
"16057","ENSBTAT00000028493","11",103037739,103055856,18117,1629,12,"ENSBTAG00000021373",176,50,0.381527859557182
"16058","ENSBTAT00000028703","11",86379926,86400032,20106,848,7,"ENSBTAG00000048286",44,17,0.245777668841086
"16059","ENSBTAT00000028967","11",9218206,9242990,24784,2566,11,"ENSBTAG00000021731",315,108,0.353983877901894
"16060","ENSBTAT00000028978","11",68868259,68987549,119290,1617,15,"ENSBTAG00000021735",64,21,0.161775713759442
"16061","ENSBTAT00000029144","11",106266518,106273662,7144,1880,13,"ENSBTAG00000021861",222,84,0.509216781973526
"16062","ENSBTAT00000029190","11",101323474,101413533,90059,6225,36,"ENSBTAG00000021896",519,212,0.0761691740992507
"16063","ENSBTAT00000029225","11",2817426,2823866,6440,2423,13,"ENSBTAG00000021920",390,113,0.560328799886361
"16064","ENSBTAT00000029226","11",94283421,94342496,59075,1999,17,"ENSBTAG00000021921",53,18,0.429971386450598
"16065","ENSBTAT00000029233","11",104113961,104126991,13030,1252,5,"ENSBTAG00000021928",125,44,0.478157924613204
"16066","ENSBTAT00000029241","11",49642240,49655598,13358,1816,11,"ENSBTAG00000021934",109,37,0.196345473381388
"16067","ENSBTAT00000029243","11",49609264,49638447,29183,1132,11,"ENSBTAG00000021935",67,24,0.18720671122223
"16068","ENSBTAT00000029280","11",11549185,11556657,7472,798,3,"ENSBTAG00000021961",47,16,0.170742471862607
"16069","ENSBTAT00000029311","11",46612837,46619809,6972,610,5,"ENSBTAG00000013675",30,21,0.149451179167166
"16070","ENSBTAT00000029334","11",74844189,74898499,54310,3049,23,"ENSBTAG00000023172",89,27,0.449293901034122
"16071","ENSBTAT00000029860","11",82860475,82861827,1352,282,3,"ENSBTAG00000022142",32,11,0.170774199668327
"16072","ENSBTAT00000029863","11",82957164,82967009,9845,2081,13,"ENSBTAG00000016722",246,74,0.277216743902961
"16073","ENSBTAT00000031357","11",103748133,103769262,21129,2946,9,"ENSBTAG00000023064",75,47,0.30691308996063
"16074","ENSBTAT00000031393","11",37959011,37967081,8070,652,5,"ENSBTAG00000000295",2,3,0.552364017038531
"16075","ENSBTAT00000031540","11",47250714,47305607,54893,715,5,"ENSBTAG00000003408",16,9,0.230939170938824
